标题,总价,单价,面积,户型,楼层,建成年份,小区,区域,标签,链接,关注人数,发布时间
"金科品质精装正规3房 采光通透 住家安静","150万","13,216元/平","113.5平米","低楼层                                     (共41层)                                                                   3室2厅","未知","未知","金科天元道一期一组团","重庆渝北","近地铁;VR看装修","https://cq.ke.com/ershoufang/106122464856.html","3人关注","4月前发布"
"龙湖次新小区，装修大三房，业主诚心出售","149万","11,095元/平","134.3平米","3室2厅","中楼层                                     (共33层)","2017年","龙湖江与城原山时光","重庆渝北","满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106122394695.html","19人关注","4月前发布"
"中伦金海岸  出门嘉陵江 公园环抱 低密度社区","148万","11,073元/平","133.66平米","低楼层                                     (共18层)                                                                   3室1厅","未知","未知","中伦金海岸","重庆渝北","满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106121089306.html","18人关注","8月前发布"
"多公园环抱，出则繁华，入则宁静。","145万","12,810元/平","113.2平米","3室2厅","低楼层                                     (共33层)","2018年","金科天元道一期一组团","重庆渝北","近地铁;满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106120776552.html","17人关注","9月前发布"
"清水三房一卫，户型利用空间大，功能分区合理无浪费","142万","17,109元/平","83平米","3室2厅","高楼层                                     (共28层)","2018年","金科天元道一期三组团","重庆渝北","VR看装修","https://cq.ke.com/ershoufang/106120630586.html","0人关注","9月前发布"
"江与城内圈、老洋房，住家安静，户型好，环境优美","148万","11,008元/平","134.45平米","3室2厅","中楼层                                     (共5层)","2008年","龙湖江与城二期纯小镇","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106120588112.html","181人关注","9月前发布"
"新上装修2房视野采光好 近公园 业主诚心","125万","15,587元/平","80.2平米","3室1厅","低楼层                                     (共33层)","2017年","龙湖江与城原山时光","重庆渝北","满五年;VR房源","https://cq.ke.com/ershoufang/106120443422.html","7人关注","10月前发布"
"精装修带家具家电，看房方便，小区环境好","145万","10,797元/平","134.3平米","3室2厅","低楼层                                     (共33层)","2017年","龙湖江与城原山时光","重庆渝北","满五年;VR看装修","https://cq.ke.com/ershoufang/106119041061.html","17人关注","1年前发布"
"金科品质 视野开阔看公园 安静  大阳台近轻轨 诚心卖","148万","13,065元/平","113.28平米","3室2厅","高楼层                                     (共31层)","2016年","金科天元道一期一组团","重庆渝北","近地铁;VR看装修","https://cq.ke.com/ershoufang/106118560761.html","55人关注","1年前发布"
"次新好房，诚意出售，看房方便，价格可谈","129万","11,518元/平","112平米","中楼层                                     (共32层)                                                                   3室1厅","未知","未知","天骄公园","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106117883495.html","52人关注","1年前发布"
"大竹林金科品质 看江三房 视野开阔 配套齐全 看房方便","140万","15,805元/平","88.58平米","3室1厅","高楼层                                     (共28层)","2018年","金科天元道一期三组团","重庆渝北","满五年;VR看装修","https://cq.ke.com/ershoufang/106117705636.html","6人关注","1年前发布"
"金科品质楼盘 户型方正 视野开阔 采光好  业主急卖！","149万","13,083元/平","113.89平米","低楼层                                     (共41层)                                                                   3室1厅","未知","未知","金科天元道一期一组团","重庆渝北","近地铁;满五年;VR房源","https://cq.ke.com/ershoufang/106115834099.html","11人关注","1年前发布"
"带车位金科品质精装三房，中间楼层采光好，看公园安静","135万","15,883元/平","85平米","3室2厅","低楼层                                     (共28层)","2018年","金科天元道一期三组团","重庆渝北","VR看装修","https://cq.ke.com/ershoufang/106115253114.html","0人关注","2年前发布"
"龙湖品质经典户型精装洋房，总高5层，小区园林好","149万","11,083元/平","134.45平米","3室1厅","中楼层                                     (共5层)","2008年","龙湖江与城二期纯小镇","重庆渝北","近地铁;满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106115149884.html","70人关注","2年前发布"
"视野开阔，住家安静，带大阳台，朝小区中庭。","140万","12,359元/平","113.28平米","3室1厅","高楼层                                     (共31层)","2016年","金科天元道一期一组团","重庆渝北","近地铁;满五年;VR房源;随时看房","https://cq.ke.com/ershoufang/106114886380.html","38人关注","2年前发布"
"天骄公园 看整个龙凼山公园，视野好，围合式大中庭","126万","11,216元/平","112.34平米","高楼层                                     (共32层)                                                                   3室1厅","未知","未知","天骄公园","重庆渝北","VR看装修;随时看房","https://cq.ke.com/ershoufang/106114730825.html","104人关注","2年前发布"
"临江低密度品质小区，共享别墅小区环境，金科品质物业","129万","11,367元/平","113.49平米","3室2厅","中楼层                                     (共27层)","2017年","金科天元道一期一组团","重庆渝北","近地铁;满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106114619705.html","40人关注","2年前发布"
"金科次新小区  住家精装修 朝公园视野开阔  居家安静","125万","14,557元/平","85.87平米","3室2厅","高楼层                                     (共28层)","2018年","金科天元道一期三组团","重庆渝北","满五年;VR房源","https://cq.ke.com/ershoufang/106114368110.html","16人关注","2年前发布"
"房子楼层好，视野好，采光好，公园多","130万","15,678元/平","82.92平米","3室1厅","高楼层                                     (共28层)","2018年","金科天元道一期三组团","重庆渝北","满五年;VR看装修","https://cq.ke.com/ershoufang/106113817245.html","0人关注","2年前发布"
"精装修，诚心出售、近轨道临商圈","142万","12,490元/平","113.7平米","高楼层                                     (共11层)                                                                   3室2厅","未知","未知","楠竹苑","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106113462639.html","11人关注","2年前发布"
"天骄公园小高层，户型方正、居家安静。","144万","12,744元/平","113平米","3室2厅","低楼层                                     (共12层)","2017年","天骄公园","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106111518235.html","127人关注","3年前发布"
"金科品质次新楼盘 大阳台户型优质看公园 近轻轨","150万","13,218元/平","113.49平米","3室1厅","中楼层                                     (共27层)","2017年","金科天元道一期一组团","重庆渝北","近地铁;VR看装修;随时看房","https://cq.ke.com/ershoufang/106111412695.html","90人关注","3年前发布"
"龙湖品质物业 视野开阔采光充足 业主诚心出售","149.5万","11,157元/平","134平米","3室1厅","中楼层                                     (共33层)","2016年","龙湖江与城原山时光","重庆渝北","满五年;VR看装修;随时看房","https://cq.ke.com/ershoufang/106110886129.html","52人关注","3年前发布"
